product-code,product-category,ProductName,list-price,your-price,brand,Description,ImageURL
ROBLD7,"Air Conditioning, Cooling > Electronic Leak Detectors"," 
Robinair ROBLD7 - Robinair Refrigerant Leak Detector
",$580.95,$406.99,Robinair,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>R134a and R1234yf compatible</li> <li>Sweep mode function to pinpoint leak source</li> <li>Automatic calibration and reset to ambient</li> <li>Patented 3 LED UV lights with 395-415 nm wave length is optimum for a/c dye fluorescence</li> <li>3 adjustable sensitivity levels</li> </ul> <p><span style=""color: rgb(0, 0, 0); text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Arial, sans-serif; font-size: 12px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: rgb(255, 255, 255); font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"">The  Robinair LD7 refrigerant leak detector features a new color graphic  display that highlights leak sizes in two unique ways. Bar graph mode  shows the amount of refrigerant detected in the air and changes colors  as the sensor gets closer to the leak. Sweep mode allows the user to see  the level of refrigerant detected in the air through a line graph that  helps the user trace back and forth to pinpoint the exact source of the  leak. The LD7 also uses an audible alarm to alert technicians of a  refrigerant leak, UV LED lights to locate leaks using UV dye and an  inspection light for searching in dark locations. The LD7 is compatible  with most commonly used refrigerants today, including R-134a and 1234yf,  and is equipped with a stable, long life sensor that will last. The LD7  meets all of the current industry leak detector standards and is  covered by a 2-year warranty. Uses 4 AA batteries, included.</span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/ROBLD7-2T.jpg?v-cache=1570177117
TRATP9367L,"Air Conditioning, Cooling > Electronic Leak Detectors"," 
Tracer Products TRATP9367L - Marksman II ultrasonic tool with laser pointer
",$765.00,$476.93,Tracer Products,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Tracer Products TRATP9367L </h1><strong>Features &amp; Description:</strong><ul style=""margin: 0px; padding: 0px; list-style: none; line-height: 20px; color: rgb(0, 0, 0); font-family: Arial; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial;""><li style=""list-style-type: disc; margin-left: 40px;"">Convert and amplify inaudible ultrasonic sounds into audible natural sounds</li><li style=""list-style-type: disc; margin-left: 40px;"">Perfect for pressurized leaks</li><li style=""list-style-type: disc; margin-left: 40px;"">Perfect for non-pressurized leaks using included emitter</li><li style=""list-style-type: disc; margin-left: 40px;"">Great for hearing wear with solid contact probe included</li><li style=""list-style-type: disc; margin-left: 40px;"">Hard carrying case included</li><li style=""list-style-type: disc; margin: 0in 0in 0pt; color: rgb(0, 0, 0); font-style: normal; font-weight: normal;""><span style=""font-family: Arial, sans-serif; font-size: 9pt;"">5-LED signal intensity indicator and audible alarm</span></li><li style=""list-style-type: disc; margin: 0in 0in 0pt; color: rgb(0, 0, 0); font-style: normal; font-weight: normal;""><span style=""font-family: Arial, sans-serif; font-size: 9pt;"">Tool is unaffected by ambient noise</span></li><li style=""list-style-type: disc; margin: 0in 0in 0pt; color: rgb(0, 0, 0); font-style: normal; font-weight: normal;""><span style=""font-family: Arial, sans-serif; font-size: 9pt;"">Checks for electrical discharge</span></li><li style=""list-style-type: disc; margin: 0in 0in 0pt; color: rgb(0, 0, 0); font-style: normal; font-weight: normal;""><span style=""font-family: Arial, sans-serif; font-size: 9pt;"">Unique ultrasonic emitter helps locate faulty leaks in non-pressurized enclosures</span></li></ul><p style=""line-height: 20px; color: rgb(0, 0, 0); font-family: Arial; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-style: initial; text-decoration-color: initial; margin: 0in 0in 0pt;""><font size=""2"">Advanced heterodyne circuitry and sound signature technology to convert and amplify inaudible ultrasonic sounds into audible natural sounds.  It pin p</font><span style=""font-size: 9pt; font-weight: normal;"">oints air brake leaks and other pressurized leaks quickly and effortlessly.</span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/templates/eauto/images/nophoto.gif?v-cache=1570177117
MSC69134-A,"Air Conditioning, Cooling > Electronic Leak Detectors"," 
Mastercool MSC69134-A - 134A refrigerant identifier
","$1,255.55",$721.00,Mastercool,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Mastercool MSC69134-A </h1><br/><br/><p></p> <ul> <li>95% pass 134A</li> <li>Helps confirm the presence and quality of R134a refrigerant in vehicle air conditioning systems</li> <li>Quick accurate test to protect recycling equipment</li> <li>Excess air warning</li> <li>Sturdy construction with protective rubber boot</li> </ul> <p>This  unit delivers quick and precise refrigerant analysis in a rugged,  compact and portable package. The refrigerant identifier automatically  provides step-by-step indication of the gas sampling process.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MSC69134-A-2T.jpg?v-cache=1570177117
ROB16455,"Air Conditioning, Cooling > Electronic Leak Detectors"," 
Robinair ROB16455 - ULTRASONIC LEAK DETECTOR XXX
","$1,087.95",$759.32,Robinair,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Robinair ROB16455 </h1><br/><br/>Ultrasonic Leak Detector, TruTrack, with Probe, Flextube, Headset and Padded Carrying Case</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/ROB16455-2T.jpg?v-cache=1570177117
ROBLD9-TGKIT,"Air Conditioning, Cooling > Electronic Leak Detectors"," 
Tracer Gas Leak Detector Service Kit
","$1,129.95",$785.54,Robinair,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h3><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Features &amp; Benefits:</span></h3><ul type=""disc""><li style=""margin-left:0in;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Full color LCD with user-friendly message and error screens</span></li><li style=""margin-left:0in;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Automatic calibration and reset to ambient air</span></li><li style=""margin-left:0in;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Patented 3 LED ultraviolet (UV) lights with 395–415 nm wavelengths optimized for A/C dye fluorescence</span></li><li style=""margin-left:0in;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">High-intensity LED inspection light</span></li><li style=""margin-left:0in;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">True mechanical pump</span></li><li style=""margin-left:0in;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Audio mute function</span></li><li style=""margin-left:0in;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Uses 4 AA alkaline batteries</span></li><li style=""margin-left:0in;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Certified to SAE J2970</span></li><li style=""margin-left:0in;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Includes 134a and 1234yf high-side coupler, hose and regulator for tracer gas</span></li><li style=""margin-left:0in;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">2-year warranty</span></li></ul><p></p><p></p><p><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;""><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">The Robinair Tracer Gas service kit gives technicians the tools necessary to use tracer gas in place of refrigerant to find A/C system leaks. The LD9-TGKIT includes a hydrogen gas leak detector with sensor technology designed to detect a 5% hydrogen / 95% nitrogen tracer gas mixture. The detector's full color liquid crystal display (LCD) and sweep mode function convey messages, graphics, and prompts to help technicians locate the source of a leak and ensure that the leak detector is always at optimal performance. A patented 3 LED inspection light aids in locating and inspecting suspected leak sources.</span></span></p><p><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Detects leaks as small as 0.5 ounces/year for R134a and .015 ounces/year for R1234yf. </span></p><p><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">The kit includes the LD9 tracer gas leak detector, 134a and 1234yf high and low side couplers, hose and regulator for tracer gas. </span></p><p><span lang=""EN"" style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Meets SAE J2970 industry standards.</span></p><p></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/ROBLD9-TGKIT-2T.jpg?v-cache=1570177117
FJC9150,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
EXTREME COLD ADDITIVE-4 OZ R134A
",$4.24,$4.24,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>FJC, Inc. FJC9150 </h1><br/><br/><p><b>Features and Benefits:</b></p> <ul> <li>High performance refrigerant additive</li> <li>Use in any R134a mobile air conditioning system</li> <li>Helps extend compressor life, improve performance, reduces friction and helps lower duct temperature</li> <li>Contains 2 ounces of Extreme Cold and 2 ounces of R134a.</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC9150-2.jpg?v-cache=1570177117
UVU550537,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU550537 - CONE ADAPTOR
",$14.43,$11.24,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU550537 </h1><br/><br/>Universal Cone Adapter, for Airlift 550000 and 550500 Cooling System Testers</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU550537-2.jpg?v-cache=1570177117
UVU488125P,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU488125P - PAG OIL 125 VIS
",$17.98,$11.69,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU488125P </h1><br/><br/><p><strong>Features and Benefits:<br/> </strong></p> <ul type=""disc""> <li class=""MsoNormal"" style="""">125 Viscosity PAG Oil for      R134a Systems<o:p></o:p></li> <li class=""MsoNormal"" style="""">Eliminates contaminants from      entering the system<o:p></o:p></li> <li class=""MsoNormal"" style="""">Simply inject the amount of      oil you want to add from the convenient 8 oz. oil cartridge<o:p></o:p></li> <li class=""MsoNormal"" style="""">An excellent way to top up an      A/C system, filling a compressor or accumulator / dryer<o:p></o:p></li> <li class=""MsoNormal"" style="""">From the recognized leader in      UV leak detection<o:p></o:p></li> </ul> <p class=""MsoNormal"">Uview designs and manufactures and delivers the most innovative and functional products to the automotive repair industry. This convenient 8 oz cartridge utilizes the award-winning spot-gun injection system. Also has the ability to inject a precise amount of oil into a pressurized system via the low side service port. This helps to eliminate moisture contamination. It's simple to use, with its one step process!</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU488125P-2.jpg?v-cache=1570177117
UVU488100P,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU488100P - 100 VISCOSITY PAG OIL 8 OZ CARTRIDGE
",$18.87,$12.26,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU488100P </h1><br/><br/><ul> <li>100 Viscosity PAG Oil for R134a systems</li> <li>Utilizes the award-winning Spot-gun injection system</li> <li>Allows you to inject a precise amount of dye into a pressurized system via the low side service port</li> <li>Eliminates moisture from entering the system</li> <li>From the recognized leader in UV leak detection</li></ul>Uview designs and manufactures and delivers the most innovative and functional products to the automotive repair industry. This convenient 8 oz. cartridge utilizes the award-winning spot-gun injection system.  Also has the ability to inject a precise amount of oil into a pressurized system via the low side service port. This helps to eliminates contaminates from entering the system.  It's simple to use, with its one step process!<u1:p></u1:p> Today’s vehicles require precise amounts of oil and specific viscosities, OEM’s have deemed it essential, shouldn’t you?</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU488100P-2.jpg?v-cache=1570177117
UVU488150P,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU488150P - PAG OIL 150 VIS
",$18.87,$12.26,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU488150P </h1><br/><br/><ul type=""disc""> <li class=""MsoNormal"" style="""">150 Viscosity PAG Oil for      R134a Systems<o:p></o:p></li> <li class=""MsoNormal"" style="""">Eliminates contaminants from      entering the system<o:p></o:p></li> <li class=""MsoNormal"" style="""">Simply inject the amount of      oil you want to add from the convenient 8 oz. oil cartridge<o:p></o:p></li> <li class=""MsoNormal"" style="""">An excellent way to top up an      A/C system, filling a compressor or accumulator / dryer<o:p></o:p></li> <li class=""MsoNormal"" style="""">From the recognized leader in      UV leak detection<o:p></o:p></li></ul><p class=""MsoNormal"">Uview designs and manufactures and delivers the most innovative and functional products to the automotive repair industry. This convenient 8 oz cartridge utilizes the award-winning spot-gun injection system.  Also has the ability to inject a precise amount of oil into a pressurized system via the low side service port. This helps to eliminate moisture contamination.  It's simple to use, with its one step process!</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU488150P-2.jpg?v-cache=1570177117
UVU488108E,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU488108E - OIL ESTER 8 OUNCE CARTRIDGE
",$19.53,$12.69,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU488108E </h1><br/><br/><br/><ul type=""disc""> <li>100 Viscosity ESTER Oil for      R134a Systems</li> <li class=""MsoNormal"" style="""">Eliminates contaminants from      entering the system<o:p></o:p></li> <li class=""MsoNormal"" style="""">Simply inject the amount of      oil you want to add from the convenient 8 oz. oil cartridge<o:p></o:p></li> <li class=""MsoNormal"" style="""">An excellent way to top up an      A/C system, filling a compressor or accumulator / dryer<o:p></o:p></li> <li class=""MsoNormal"" style="""">From the recognized leader in      UV leak detection<o:p></o:p></li></ul><p class=""MsoNormal"">Uview designs and manufactures and delivers the most innovative and functional products to the automotive repair industry. This convenient 8 oz cartridge utilizes the award-winning spot-gun injection system.  Also has the ability to inject a precise amount of oil into a pressurized system via the low side service port. This helps to eliminate moisture contamination.  It's simple to use, with its one step process!</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU488108E-2.jpg?v-cache=1570177117
UVU471539,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU471539 - SPOTGUN ONLY NO ADAPTERS
",$24.06,$15.64,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU471539 </h1><br/><br/>Spotgun Injection Gun Only, No Adapters</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU471539-2.jpg?v-cache=1570177117
UVU461105,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU461105 - BULB MICRO LIGHT 50W
",$23.32,$17.77,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU461105 </h1><br/><br/>Bulb - for ""Micro-Lite"" 50W 12 Volt</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU461105-2.jpg?v-cache=1570177117
UVUB483206,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVUB483206 - MULTI PURPOSE DYE (6 X 1 OZ BOTTLES)
",$32.78,$21.31,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVUB483206 </h1><br/><br/><strong>Features and Benefits</strong><ul> <li>Only dye needed for engine oil, transmission fluid, power steering fluid, hydraulic oil, gasoline and diesel fuel</li> <li>Service stickers included</li> <li>Works with most UV lights  </li> <li>One bottle per application, 6 Bottles (1 oz./30 ml) – 6 applications</li> <li>From the recognized leader in UV leak detection</li></ul>UView Ultraviolet Systems Inc. is the worldwide leader in the automotive after market, since we first started tracking leaks in automotive air conditioning systems in 1996. Today, UView is globally recognized for quality and innovations. This is designed to detect leaks engine oil, transmission fluid, power steering fluid, hydraulic oil, gasoline and diesel fuel. Be the first customer to share their experience with this item.</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVUB483206-2.jpg?v-cache=1570177117
STL65022,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
Streamlight STL65022 - STYLUS LED 3CELL BLK W/BLUE LED
",$25.00,$21.43,Streamlight,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Streamlight STL65022 </h1><br/><br/><p><b>Features and Benefits:</b></p> <ul> <li>High intensity LED lasts 100,000 hours</li> <li>Powered by by 3 AAAA  batteries</li> <li>Runs up to 60 continuous hours</li> <li>Momentary blink  and constant ""on"" modes</li> <li>Serialized for easy identification</li> </ul> <p>The revolutionary Stylus® combines the convenience of a penlight with  the power of a high-intensity LED. These tough, durable, safety rated,  waterproof lights are ideal for a variety of tasks, from reading a map  on a camping trip and inspecting hard-to-see places, to forensic  investigations and tactical law enforcement operations. Comes with  pocket clip for easy access. Length: 6.21""; weight: 1.1 oz.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/STL65022-2T.jpg?v-cache=1570177117
UVU399006,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU399006 - A/C UNIVERSAL DYE CARTRIDGE 6PK 1/4OZ
",$33.57,$21.82,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU399006 </h1><br/><br/><p></p> <ul> <li>Replacement dye cartridges are easy to use without mess or spills</li> <li>Includes service stickers</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU399006-2.jpg?v-cache=1570177117
FJC2445,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
OIL AC ESTER WITH DYE QUART
",$32.81,$22.97,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>FJC, Inc. FJC2445 </h1><br/><br/><p><b>Features and Benefits:</b></p> <ul> <li>Contains FJC universal fluorescent leak detection dye</li> <li>Compatible with R-134a and R-12</li> <li>Compatible with mineral, ester, paraffin and PAG oil</li> <li>Can be detected using any standard UV light</li> <li>Saves time over existing methods of dye injection</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC2445-2.jpg?v-cache=1570177117
UVU413010,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU413010 - LED-LITE
",$35.63,$23.16,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU413010 </h1><br/><br/><p></p> <ul> <li>Battery powered, 6 LED Leak Detection Light</li> <li>Works with all fluorescent dyes</li> <li>Anodized Aluminum - rugged construction to withstand the rigors of the shop environment</li> <li>6 LED - illuminates fluorescent dyes very brilliantly</li> <li>3AA batteries and UV enhancing glasses included</li> </ul> <p>Economical - low cost, every Tech can have one in their toolbox. Compact and lightweight for operator ease of use.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU413010-2.jpg?v-cache=1570177117
TRATP39400601,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
Tracer Products TRATP39400601 - DYE FOR DEXCOOL. 6-1OZ BOTTLES
",$28.65,$23.46,Tracer Products,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Tracer Products TRATP39400601 </h1><br/><br/><p> </p><ul> <li>Case of (6) 1 oz. bottles <br/> </li> <li>Ford-approved, fluoresces bright green, requires a long wave UV lamp such as the TP-1600P, TP-1700P or TP-35000 Maxima series</li> <li>For use with all coolants, including red/orange or yellow extended life coolants <br/> </li> <li>Safe to remain in the system until the coolant is changed</li></ul>Blended leak detection dye for all coolants including Extended Life Coolants. Works with any fluorescent leak detection inspection lamp. Will not discolor the coolant, which can lead to misdiagnosis of engine problems.</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/TRATP39400601-2.jpg?v-cache=1570177117
TRATP39000601,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
Tracer Products TRATP39000601 - DYE ENG COOLANT 10Z 6/BX
",$29.89,$24.17,Tracer Products,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Tracer Products TRATP39000601 </h1><br/><br/><p></p><ul> <li>Case of (6) 1 oz. bottles for single billable servicing</li> <li>Services either 1 vehicle’s radiator coolant system or 60 gallons of water per 1 oz bottle</li> <li>Finds leaks in radiators, hoses, water pumps and fittings</li> <li>Fluorescent color- green</li></ul>Leak detection dye for all engine coolants and auto body leak checks.  Works with any leak detection inspection lamp. </span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/TRATP39000601-2.jpg?v-cache=1570177117
UVU483208,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU483208 - Multi-Purpose Dye (8oz bottle)
",$39.26,$25.52,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU483208 </h1><br/><br/><strong>Features and Benefits</strong><ul> <li>8 oz (240 ml) Bottle, 8 applications</li> <li>Convenient 8oz bottle with precise measuring device built in</li> <li>Works with most UV lights</li> <li>Reduces inventory as one dye covers a wide range of applications</li> <li>From the recognized leader in UV leak detection  </li></ul>UView Ultraviolet Systems Inc. is the worldwide leader in the automotive after market, since we first started tracking leaks in automotive air conditioning systems in 1996. Today, UView is globally recognized for quality and innovations. This works in engine oil, transmission fluid, power steering fluid, hydraulic oil, and gasoline and diesel fuel. Convenient bottle allows you to measure exactly how much dye to use. Be the first customer to share their experience with this item.</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU483208-2.jpg?v-cache=1570177117
UVUB499012,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVUB499012 - UNIVERSAL A/C SYSTEM DYE: (12 X 1/4OZ./7.5ML)
",$43.05,$27.98,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVUB499012 </h1><br/><br/><strong>Features and Benefits</strong><ul> <li>Convenient single application, 12 bottles</li> <li>SAE Certified and OEM Approved</li> <li>Works on all Automotive A/C Systems</li> <li>Detect leaks as small as 1/4oz per year</li> <li>From the recognized leader in the UV market</li></ul>Uview designs, manufactures and delivers the most innovative and functional products to the automotive repair industry. This fast, convenient and cost effective UV Dye is used to pinpoint leaks in A/C systems.  There are 12 bottles of universal A/C dye, and the service stickers are included.</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVUB499012-2.jpg?v-cache=1570177117
TRATP39000008,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
Tracer Products TRATP39000008 - ENGINE COOLANT DYE 8 OZ
",$32.69,$28.96,Tracer Products,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Tracer Products TRATP39000008 </h1><br/><br/><p> </p><ul> <li>8 oz. twin neck bottle for easy measuring</li> <li>Services either 8 vehicle’s radiator coolant system or 480 gallons of water per 8 oz. bottle</li> <li>Finds leaks in radiators, hoses, water pumps and fittings</li></ul>Leak detection dye for all engine coolants and auto body leak checks. Works with any leak detection inspection lamp.   </span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/TRATP39000008-2.jpg?v-cache=1570177117
UVU550510,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
UVIEW UVU550510 - VENTURIE AND HOSE
",$54.43,$31.40,UVIEW,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>UVIEW UVU550510 </h1><br/><br/>Replacement Venturi Assembly, for 550000 Airlift Cooling System Tester</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/UVU550510-2T.jpg?v-cache=1570177117
FJC2480,"Air Conditioning, Cooling > Inspection dentification Equipment"," 
OIL A/C PAG WITH DYE QUART
",$43.49,$32.77,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>FJC, Inc. FJC2480 </h1><br/><br/><p><b>Features and Benefits:</b></p> <ul> <li>Compatible with R-134a and R-12</li> <li>Compatible with mineral, ester, paraffin and PAG oil</li> <li>Can be detected using any standard UV light</li> <li>Saves time over existing methods of dye injection</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC2480-2.jpg?v-cache=1570177117
